"Style Number","Alternate Style Number (usually other color)","Catalog Number","Delivery Ex-Works","Delivery Last Update","List Price US$","Insulator Type","Color","Outline Drawing","Download Drawing","Apparatus","Standard","Bushing Type","Oil Indication","Application","Mounting Position","Connection Type","Current Version","Voltage Class","kV BIL","Max kV L-G","Cantilever Design Test Rating Upper Value","Cantilever Design Test Rating Lower Value","Approximate Capacitance C1","Approximate Capacitance C2","Current Rating Draw Lead","Bottom Connected","Oil Circuit Breaker","Lower End Length (L)","C.T. Pocket Transformer","C.T. Pocket Oil Circuit Breaker","Exposable Length Transformer (EL)","Exposable Length Oil Circuit Breaker (EL)","Max. Dia. From 1"" below Flange to Lower End of Bushing (D)","Upper End Length (B)","Minimum Creep","Arcing Distance","Lowest High Voltage (LHV)","Cable Height/Pin Height for AB Bushings (CH)","Maximum Altitude","Approximate Weight","Top End Terminal - Thread Dia and Class or number of Pads and Holes Per Pad","Top End Terminal - Length and Type or Dia, and Type of Holes","Top End Terminal - Thread Plating","Top End Terminal - Top Terminal Comments","Bottom End Terminal - Terminal Type","Bottom End Terminal - Min Outside Diameter","Bottom End Terminal - Bottom Terminal Comments","Max Inside Diameter (P)","Min Outside Diameter (Q)","Number of Holes","Hole/Slot Size","Bolt Circle Diameter","Epoxy Coated Shield and Terminal Kit","Flange Mounting Comments","Special Features"
"196W5000YS","","","Contact Us","June 1,2012","Contact Us","Porcelain","Gray","","","Transformer","IEEE","O Plus C","Prismatic Lens","Oil to Air","0 to 20 deg. from vertical","Bottom","3.0","230 kV","900 kV","146 kV","","","631 pfds.","7403 pfds.","","5000 Amps","","59.594 in.","26.75 in.","","26.75 in.","","13.5 in.","94.672 in.","179.062 in.","65.172 in.","71.172 in.","","5900 ft.","1427 lbs.","Length and Type or Dia, and Type of Holes","Thread Plating","Top Terminal Comments","Thrd-4 OD - 10 x 5.625 In x","Min Outside Diameter","Bottom Terminal Comments","Flat- (8) 0.5-13 on 6.75 BC, In ID Tube, IEEE FIG 3","Min Outside Diameter (Q)","Number of Holes","Hole/Slot Size","Bolt Circle Diameter","16.875 in.","Epoxy Coated Shield and Terminal Kit","(12) 1.250 Dia. Holes - 21.000 BC",""
"196X0800AY","","W11B460","Contact Us","June 1,2012","Contact Us","Porcelain","Brown","","","Transformer","IEEE","O Plus C","Prismatic Lens","Oil to Air","0 to 20 deg. from vertical","Draw Lead","5.0","230 kV","900 kV","146 kV","","","493 pfds.","6036 pfds.","800 Amps","","","60.046 in.","26.75 in.","","26.75 in.","","12 in.","106.032 in.","216 in.","79.219 in.","85.297 in.","95.953 in.","10000 ft.","1003 lbs.","Length and Type or Dia, and Type of Holes","Thread Plating","Top Terminal Comments","1.5-12x2.0 USABLE Thread, SP x 12 UN-2A","Min Outside Diameter","Bottom Terminal Comments","2.00 ID TUBE","Min Outside Diameter (Q)","Number of Holes","Hole/Slot Size","Bolt Circle Diameter","16.875 in.","Epoxy Coated Shield and Terminal Kit","(12) 1.250 Holes - 21.000 BC",""
"196X0800DA","","W11B1075BB","Contact Us","June 1,2012","Contact Us","Porcelain","Brown","","","Transformer","IEEE","O Plus C","Prismatic Lens","Oil to Air","0 to 20 deg. from vertical","Draw Lead","3.0","196 kV","900 kV","146 kV","","","504 pfds.","6335 pfds.","800 Amps","","","60.047 in.","29.75 in.","","29.75 in.","","12 in.","106.032 in.","216 in.","79.219 in.","85.219 in.","95.94 in.","10000 ft.","1138 lbs.","Length and Type or Dia, and Type of Holes","Thread Plating","Top Terminal Comments","1.5-12 x 2.0, SP x","Min Outside Diameter","Bottom Terminal Comments","(8) .500-13 X .750 DP on 6.75 BC, 2.0 id tube","Min Outside Diameter (Q)","Number of Holes","Hole/Slot Size","Bolt Circle Diameter","15.250 in.","Epoxy Coated Shield and Terminal Kit","(12) 1.250 Holes - 23.500 BC",""
"196X0800DG","","","Contact Us","June 1,2012","Contact Us","Porcelain","Brown","","","","","O Plus C","","Oil to Air","0 to 20 deg. from vertical","","","230 kV","900 kV","146 kV","","","496 pfds.","6599 pfds.","","800 Amps","","","31.188 in.","","","","","","177.3 in.","","71.63 in.","82 in.","","1050 lbs.","Length and Type or Dia, and Type of Holes","Thread Plating","Top Terminal Comments","x","Min Outside Diameter","Bottom Terminal Comments","","Min Outside Diameter (Q)","Number of Holes","Hole/Slot Size","Bolt Circle Diameter","","Epoxy Coated Shield and Terminal Kit","(12) - 1.250 Dia. Holes - 28.500 Dia. BC",""
"196X0800XA","","W11B430","Contact Us","June 1,2012","Contact Us","Porcelain","Brown","","","Transformer","IEEE","O Plus C","Prismatic Lens","Oil to Air","0 to 20 deg. from vertical","Draw Lead","5.0","230 kV","900 kV","146 kV","","","459 pfds.","3786 pfds.","800 Amps","","","60.046 in.","26.75 in.","","26.75 in.","","12 in.","91.422 in.","178 in.","64.593 in.","70.593 in.","81.33 in.","5900 ft.","906 lbs.","Length and Type or Dia, and Type of Holes","Thread Plating","Top Terminal Comments","1.50-12x2.0, SP x","Min Outside Diameter","Bottom Terminal Comments","2.0 id tube","Min Outside Diameter (Q)","Number of Holes","Hole/Slot Size","Bolt Circle Diameter","16.875 in.","Epoxy Coated Shield and Terminal Kit","(12) - 1.250 holes - 21.000 BC","New ""ElderDome"" Draw Rod kit available 1ZUA264305-AN"
"196X0800XX","","W11B804","Contact Us","June 1,2012","Contact Us","Porcelain","Brown","","","Transformer","IEEE","O Plus C","Prismatic Lens","Oil to Air","0 to 20 deg. from vertical","Draw Lead","2.0","230 kV","900 kV","146 kV","","","493 pfds.","6036 pfds.","800 Amps","","","60.046 in.","26.75 in.","","26.75 in.","","12 in.","111.61 in.","234 in.","85.108 in.","91.108 in.","101.531 in.","10000 ft.","1000 lbs.","Length and Type or Dia, and Type of Holes","Thread Plating","Top Terminal Comments","1.5-12x2.0 x","Min Outside Diameter","Bottom Terminal Comments","2.0 id tube","Min Outside Diameter (Q)","Number of Holes","Hole/Slot Size","Bolt Circle Diameter","16.875 in.","Epoxy Coated Shield and Terminal Kit","(12) 1.250 HOLES - 21.000 BC",""
"196X1200DD","","","Contact Us","June 1,2012","Contact Us","Porcelain","Brown","","","","","O Plus C","","Oil to Air","0 to 20 deg. from vertical","","","230 kV","900 kV","146 kV","","","511 pfds.","4915 pfds.","","1200 Amps","","","32.75 in.","","","","","","177.3 in.","","80.375 in.","","5900 ft.","1425 lbs.","Length and Type or Dia, and Type of Holes","Thread Plating","Top Terminal Comments","x","Min Outside Diameter","Bottom Terminal Comments","","Min Outside Diameter (Q)","Number of Holes","Hole/Slot Size","Bolt Circle Diameter","","Epoxy Coated Shield and Terminal Kit","(12) - .875 Dia. Holes on 32.000 Dia. BC",""
"196X1216UP","","","Contact Us","June 1,2012","Contact Us","Porcelain","Brown","","","","","O Plus C","","Oil to Air","0 to 60 deg. from vertical","","","230 kV","900 kV","146 kV","","","372 pfds.","5422 pfds.","","1200 Amps","1600 Amps","","23 in.","","","","","","173.874 in.","","72.31 in.","","6100 ft.","800 lbs.","Length and Type or Dia, and Type of Holes","Thread Plating","Top Terminal Comments","x","Min Outside Diameter","Bottom Terminal Comments","","Min Outside Diameter (Q)","Number of Holes","Hole/Slot Size","Bolt Circle Diameter","","Epoxy Coated Shield and Terminal Kit","(8) 1.25 Slots -15.75 Dia. BC",""
"196X1216XP","","W11B431","Contact Us","June 1,2012","Contact Us","Porcelain","Brown","","","Interchangable","IEEE","O Plus C","Prismatic Lens","Oil to Air","0 to 20 deg. from vertical","Bottom","5.0","230 kV","900 kV","146 kV","","","449 pfds.","3708 pfds.","","1200 Amps","1600 Amps","59.546 in.","26.75 in.","26.75 in.","26.75 in.","26.75 in.","12 in.","89.11 in.","178 in.","64.593 in.","70.593 in.","","5900 ft.","906 lbs.","Length and Type or Dia, and Type of Holes","Thread Plating","Top Terminal Comments","1.500-12x2.0, SP x","Min Outside Diameter","Bottom Terminal Comments","(8) .500-13UN-2B tapped holes on 6.75 dia B.C.","Min Outside Diameter (Q)","Number of Holes","Hole/Slot Size","Bolt Circle Diameter","16.875 in.","Epoxy Coated Shield and Terminal Kit","(12) - 1.250 Holes - 21.0 BC",""
"196X1620BD","","","Contact Us","June 1,2012","Contact Us","Porcelain","Brown","","","","","O Plus C","","Oil to Air","0 to 20 deg. from vertical","","","230 kV","900 kV","146 kV","","","446 pfds.","3932 pfds.","","1600 Amps","2000 Amps","","26.75 in.","","","","","","177.3 in.","","70.63 in.","","","1150 lbs.","Length and Type or Dia, and Type of Holes","Thread Plating","Top Terminal Comments","x","Min Outside Diameter","Bottom Terminal Comments","","Min Outside Diameter (Q)","Number of Holes","Hole/Slot Size","Bolt Circle Diameter","","Epoxy Coated Shield and Terminal Kit","(12) - 1.250 Holes - 21.000 Dia. BC","High strength for high GVA"
"196X1620UB","","W11B850","Contact Us","June 1,2012","Contact Us","Porcelain","Brown","","","Interchangable","IEEE","O Plus C","Prismatic Lens","Oil to Air","0 to 20 deg. from vertical","Bottom","3.0","230 kV","900 kV","146 kV","","","471 pfds.","4203 pfds.","","1600 Amps","2000 Amps","59.547 in.","26.75 in.","26.75 in.","26.75 in.","26.75 in.","12 in.","90.765 in.","178 in.","64.609 in.","70.609 in.","","5900 ft.","1099 lbs.","Length and Type or Dia, and Type of Holes","Thread Plating","Top Terminal Comments","2.000-12UN-2A, 2.438 USABLE THD x","Min Outside Diameter","Bottom Terminal Comments","(8) .500-13UN-2B, .750 DEEP, EQ SPACED AT 45 DEG, ON 6.750 DIA B.C.","Min Outside Diameter (Q)","Number of Holes","Hole/Slot Size","Bolt Circle Diameter","16.875 in.","Epoxy Coated Shield and Terminal Kit","(12) - 1.250 HOLES - 21.0 BC",""
"196X1620UX","","W11B862","Contact Us","June 1,2012","Contact Us","Porcelain","Brown","","","Interchangable","IEEE","O Plus C","Prismatic Lens","Oil to Air","0 to 20 deg. from vertical","Bottom","5.0","230 kV","900 kV","146 kV","","","493 pfds.","6029 pfds.","","1600 Amps","2000 Amps","59.547 in.","26.75 in.","26.75 in.","26.75 in.","26.75 in.","12 in.","102.391 in.","216 in.","79.219 in.","85.219 in.","","10000 ft.","995 lbs.","Length and Type or Dia, and Type of Holes","Thread Plating","Top Terminal Comments","2.0-12x2.625 x 12 UN-2A","Min Outside Diameter","Bottom Terminal Comments","IEEE fig 3","Min Outside Diameter (Q)","Number of Holes","Hole/Slot Size","Bolt Circle Diameter","16.875 in.","Epoxy Coated Shield and Terminal Kit","(12) 1.250 Slots - 21.000 BC",""
"196X1620XC","","W11B832","Contact Us","June 1,2012","Contact Us","Porcelain","Brown","","","Interchangable","IEEE","O Plus C","Prismatic Lens","Oil to Air","0 to 20 deg. from vertical","Bottom","4.0","230 kV","900 kV","146 kV","","","459 pfds.","3786 pfds.","","1600 Amps","2000 Amps","59.5 in.","26.75 in.","26.75 in.","26.75 in.","26.75 in.","12 in.","90.171 in.","178 in.","64.593 in.","70.624 in.","","5900 ft.","920 lbs.","Length and Type or Dia, and Type of Holes","Thread Plating","Top Terminal Comments","2.0-12x2.500, SP x","Min Outside Diameter","Bottom Terminal Comments","(8) .50-13holes 6.75 bc","Min Outside Diameter (Q)","Number of Holes","Hole/Slot Size","Bolt Circle Diameter","16.875 in.","Epoxy Coated Shield and Terminal Kit","(12) - 1.250 Holes - 21.0 BC",""
"196X1620XH","","","Contact Us","June 1,2012","Contact Us","Porcelain","Brown","","","","","O Plus C","","Oil to Air","0 to 20 deg. from vertical","","2.0","230 kV","900 kV","146 kV","","","446 pfds.","3932 pfds.","","1600 Amps","2000 Amps","","26.75 in.","","","","","","177.3 in.","","70.5 in.","","","1015 lbs.","Length and Type or Dia, and Type of Holes","Thread Plating","Top Terminal Comments","x","Min Outside Diameter","Bottom Terminal Comments","","Min Outside Diameter (Q)","Number of Holes","Hole/Slot Size","Bolt Circle Diameter","","Epoxy Coated Shield and Terminal Kit","(12) - 1.250 Slots - 21.0 BC","SIEMENS Nameplate"
"196X2530UD","","W11B1023","Contact Us","June 1,2012","Contact Us","Porcelain","Brown","","","Interchangable","IEEE","O Plus C","Prismatic Lens","Oil to Air","0 to 15 deg. from vertical","Bottom","3.0","230 kV","900 kV","146 kV","","","371 pfds.","4779 pfds.","","2500 Amps","3000 Amps","50.282 in.","23 in.","23 in.","23 in.","23 in.","10.75 in.","82.296 in.","179.655 in.","66.296 in.","72.296 in.","","6100 ft.","825 lbs.","Length and Type or Dia, and Type of Holes","Thread Plating","Top Terminal Comments","3.0-12 x 3.0 x","Min Outside Diameter","Bottom Terminal Comments","(4) .375-16UN-2B tapped holes on 3.75 dia B.C.","Min Outside Diameter (Q)","Number of Holes","Hole/Slot Size","Bolt Circle Diameter","11.375 in.","Epoxy Coated Shield and Terminal Kit","(8) - 1.250 Slots - 15.75 BC",""
"196X2530UH","","","Contact Us","June 1,2012","Contact Us","Porcelain","Brown","","","Interchangable","IEEE","O Plus C","Prismatic Lens","Oil to Air","0 to 20 deg. from vertical","","2.0","230 kV","900 kV","146 kV","","","452 pfds.","6266 pfds.","","2500 Amps","3000 Amps","59.5 in.","26.75 in.","26.75 in.","","","12 in.","102.812 in.","215.5 in.","79.312 in.","85.32 in.","","","1225 lbs.","Length and Type or Dia, and Type of Holes","Thread Plating","Top Terminal Comments","x","Min Outside Diameter","Bottom Terminal Comments","","Min Outside Diameter (Q)","Number of Holes","Hole/Slot Size","Bolt Circle Diameter","","Epoxy Coated Shield and Terminal Kit","(12) 1.25 Slots -21.00 BC",""
"196X2530XD","","W11B834","Contact Us","June 1,2012","Contact Us","Porcelain","Brown","","","Interchangable","IEEE","O Plus C","Prismatic Lens","Oil to Air","0 to 20 deg. from vertical","Bottom","3.0","230 kV","900 kV","146 kV","","","459 pfds.","3786 pfds.","","2500 Amps","3000 Amps","59.546 in.","26.75 in.","26.75 in.","26.75 in.","26.75 in.","12 in.","88.734 in.","178 in.","64.609 in.","70.609 in.","","5900 ft.","912 lbs.","Length and Type or Dia, and Type of Holes","Thread Plating","Top Terminal Comments","3-12UN-2A, 3.5 LG THD, SP x","Min Outside Diameter","Bottom Terminal Comments","(8) .500-13UN-2B, .750 DEEP, EQ SPACED AT 45 DEG, ON 6.750 DIA B.C.","Min Outside Diameter (Q)","Number of Holes","Hole/Slot Size","Bolt Circle Diameter","16.875 in.","Epoxy Coated Shield and Terminal Kit","(12) - 1.250 Slots - 21.0 BC",""
"196X3000XE","","W11B802","Contact Us","June 1,2012","Contact Us","Porcelain","Brown","","","Transformer","IEEE","O Plus C","Prismatic Lens","Oil to Air","0 to 20 deg. from vertical","Bottom","4.0","230 kV","900 kV","146 kV","","","459 pfds.","3786 pfds.","","3000 Amps","","59.547 in.","26.75 in.","","26.75 in.","","12 in.","88.078 in.","178 in.","64.608 in.","70.608 in.","","5900 ft.","928 lbs.","Length and Type or Dia, and Type of Holes","Thread Plating","Top Terminal Comments","3.000-12UN-2A, 3.500 USABLE THD x 12","Min Outside Diameter","Bottom Terminal Comments","(8) .500-13UN-2B tapped holes on 6.75 dia B.C.","Min Outside Diameter (Q)","Number of Holes","Hole/Slot Size","Bolt Circle Diameter","16.875 in.","Epoxy Coated Shield and Terminal Kit","(12) - 1.250 HOLES - 21.0 BC",""
"196X4000UE","","","Contact Us","June 1,2012","Contact Us","Porcelain","Brown","","","Transformer","IEEE","O Plus C","Prismatic Lens","Oil to Air","0 to 20 deg. from vertical","Bottom","3.0","230 kV","900 kV","146 kV","","","459 pfds.","3786 pfds.","","4000 Amps","","59.547 in.","26.75 in.","","26.75 in.","","12 in.","103.297 in.","216 in.","79.234 in.","85.234 in.","","10000 ft.","1156 lbs.","Length and Type or Dia, and Type of Holes","Thread Plating","Top Terminal Comments","3.0-12UN-2A x 2.875 USABLE THD x","Min Outside Diameter","Bottom Terminal Comments","(8) .500-13 X .750 DP on 6.75 BC","Min Outside Diameter (Q)","Number of Holes","Hole/Slot Size","Bolt Circle Diameter","16.875 in.","Epoxy Coated Shield and Terminal Kit","(12) 1.250 Holes - 21.000 Dia. BC","Epoxy Joined Upper Porcelain"
"196X4000UF","","W11B822","Contact Us","June 1,2012","Contact Us","Porcelain","Brown","","","Transformer","IEEE","O Plus C","Prismatic Lens","Oil to Air","0 to 20 deg. from vertical","Bottom","5.0","230 kV","900 kV","146 kV","","","493 pfds.","6029 pfds.","","4000 Amps","","59.547 in.","26.75 in.","","26.75 in.","","12 in.","103.297 in.","216 in.","79.219 in.","85.219 in.","","10000 ft.","1171 lbs.","Length and Type or Dia, and Type of Holes","Thread Plating","Top Terminal Comments","3.0-12UN-2A x 3.875 USABLE THD, SP x","Min Outside Diameter","Bottom Terminal Comments","IEEE fig 3","Min Outside Diameter (Q)","Number of Holes","Hole/Slot Size","Bolt Circle Diameter","16.875 in.","Epoxy Coated Shield and Terminal Kit","(12) 1.250 Holes - 21.000 Dia. BC",""
"196X4000XJ","","","Contact Us","June 1,2012","Contact Us","Porcelain","Brown","","","","","O Plus C","","Oil to Air","0 to 20 deg. from vertical","","","230 kV","900 kV","146 kV","","","446 pfds.","3932 pfds.","","4000 Amps","","59.5 in.","26.75 in.","","26.75 in.","","12 in.","103.375 in.","205 in.","79.312 in.","85.31 in.","","10000 ft.","1325 lbs.","Length and Type or Dia, and Type of Holes","Thread Plating","Top Terminal Comments","3.0-12 x 2.875 x","Min Outside Diameter","Bottom Terminal Comments","IEEE fig 3.5","Min Outside Diameter (Q)","Number of Holes","Hole/Slot Size","Bolt Circle Diameter","16.875 in.","Epoxy Coated Shield and Terminal Kit","(12) 1.250 Slots - 21.000 Dia. BC","Single Piece Upper Porcelain"
"1ABAA-AAAABAXX","","","Contact Us","June 1,2012","Contact Us","Porcelain","Gray","","","Interchangable","IEEE","AB","Epoxy Bowl","Oil to Air","0 to 60 deg. from vertical","Draw Lead and Bottom","2.0","kV","200 kV","22 kV","","","345 pfds.","pfds.","400 Amps","1200 Amps","1200 Amps","31.5 in.","21.656 in.","21.656 in.","21.656 in.","21.656 in.","3.605 in.","24.719 in.","35 in.","14.625 in.","16.375 in.","20.781 in.","10000 ft.","70 lbs.","Length and Type or Dia, and Type of Holes","Thread Plating","Top Terminal Comments","1.500-12UN-2A, 2.250 USABLE THREAD x","Min Outside Diameter","Bottom Terminal Comments","1.5-12x2.125, .875 Dia. Tube ID","Min Outside Diameter (Q)","Number of Holes","Hole/Slot Size","Bolt Circle Diameter","3.875 in.","Epoxy Coated Shield and Terminal Kit","(4) .875 holes, 7.25 B.C.",""
"1BBAA-AAAABAXX","","","Contact Us","June 1,2012","Contact Us","Porcelain","Gray","","","Interchangable","IEEE","AB","Epoxy Bowl","Oil to Air","0 to 60 deg. from vertical","Draw Lead and Bottom","2.0","kV","350 kV","44 kV","","","252 pfds.","pfds.","400 Amps","1200 Amps","1200 Amps","37.5 in.","21.656 in.","21.656 in.","21.656 in.","21.656 in.","4.893 in.","38.281 in.","72.28 in.","24.906 in.","26.656 in.","34.375 in.","10000 ft.","131 lbs.","Length and Type or Dia, and Type of Holes","Thread Plating","Top Terminal Comments","Thrd-1.5 OD - 12 x 2.25 In x","Min Outside Diameter","Bottom Terminal Comments","Thrd-1.5 OD - 12 x 2.125, 0.875 ID In","Min Outside Diameter (Q)","Number of Holes","Hole/Slot Size","Bolt Circle Diameter","5.75 in.","Epoxy Coated Shield and Terminal Kit","(6) .875 holes, 9.25 B.C.",""
"1UAAA-BJXXBJXX","","","Contact Us","June 1,2012","Contact Us","Porcelain","Gray","","","Transformer","IEEE","AB","Epoxy Bowl","Oil to Air","0 to 60 deg. from vertical","Draw Lead and Bottom","2.0","72.5 kV","350 kV","47 kV","","","252 pfds.","pfds.","400 Amps","1200 Amps","","34.75 in.","21.656 in.","","21.656 in.","","4.893 in.","38.61 in.","72.28 in.","24.906 in.","26.656 in.","34.375 in.","10000 ft.","125 lbs.","Length and Type or Dia, and Type of Holes","Thread Plating","Top Terminal Comments","1.5-12x2.562 x","Min Outside Diameter","Bottom Terminal Comments",".875 dia I.D.","Min Outside Diameter (Q)","Number of Holes","Hole/Slot Size","Bolt Circle Diameter","5.75 in.","Epoxy Coated Shield and Terminal Kit","","CSA"
"1ZCC034012-CAASFNDBL","","","Contact Us","June 1,2012","Contact Us","Silicone","Gray","","","Transformer","IEEE","CORIP","","Oil to Air","vertical/horizontal","Draw Lead","1.0","34.5 kV","200 kV","22 kV","","","782 pfds.","pfds.","400 Amps","","","28 in.","21 in.","","21 in.","","3.504 in.","24.57 in.","35.83 in.","14.65 in.","17.68 in.","12 in.","3300 ft.","37 lbs.","Length and Type or Dia, and Type of Holes","Thread Plating","Top Terminal Comments","1.5 -12 X 2.25, SP x","Min Outside Diameter","Bottom Terminal Comments","Tube ID 1.73","Min Outside Diameter (Q)","Number of Holes","Hole/Slot Size","Bolt Circle Diameter","3.94 in.","Epoxy Coated Shield and Terminal Kit","(4).886 diameter on a 7.25 BC",""
"1ZCC034012-CAASFSHXX","","","Contact Us","June 1,2012","Contact Us","Silicone","Gray","","","Transformer","IEEE","CORIP","","Oil to Air","vertical/horizontal","Bottom","1.0","34.5 kV","200 kV","22 kV","","","782 pfds.","pfds.","","1200 Amps","","31.5 in.","21 in.","","21 in.","","3.504 in.","24.57 in.","35.83 in.","14.65 in.","17.68 in.","","3300 ft.","73 lbs.","Length and Type or Dia, and Type of Holes","Thread Plating","Top Terminal Comments","1.5 -12 X 2.25, SP x","Min Outside Diameter","Bottom Terminal Comments","1.5-12x2.25","Min Outside Diameter (Q)","Number of Holes","Hole/Slot Size","Bolt Circle Diameter","3.94 in.","Epoxy Coated Shield and Terminal Kit","(4).886 diameter on a 7.25 BC",""
"1ZCC069012-CAASFNDBL","","","Contact Us","June 1,2012","Contact Us","Silicone","Gray","","","Transformer","IEEE","CORIP","","Oil to Air","vertical/horizontal","Draw Lead","1.0","69 kV","350 kV","44 kV","","","535 pfds.","pfds.","400 Amps","","","34 in.","21 in.","","21 in.","","3.94 in.","36.36 in.","70.87 in.","26.38 in.","29.53 in.","23.82 in.","3300 ft.","55 lbs.","Length and Type or Dia, and Type of Holes","Thread Plating","Top Terminal Comments","1.5 -12 X 2.25, SP x","Min Outside Diameter","Bottom Terminal Comments","Tube ID 1.73","Min Outside Diameter (Q)","Number of Holes","Hole/Slot Size","Bolt Circle Diameter","3.94 in.","Epoxy Coated Shield and Terminal Kit","(6).886 diameter on a 9.25 BC",""
